commit	full_hash	date	refs	family	subject	changed_file_count	change_statuses	changed_paths
e811ff9	e811ff9bb7eb77a1b0ab67de200c3a51c69b8c62	2026-06-19T10:54:43-03:00	.	autocurriculum-exploration-baselines	feat: add random ant spawn rarity curriculum	13	M	autoresearch/loop.json;src/ant_byte_env/env.py;src/ant_byte_env/jax_autocurriculum_env.py;src/ant_byte_env/jax_env.py;src/ant_byte_env/notebook_workflows.py;src/ant_byte_env/rendering.py;src/ant_byte_env/training/jax_mappo/cli.py;src/ant_byte_env/training/jax_mappo/evaluation.py;src/ant_byte_env/training/jax_mappo/runner.py;tests/test_env_api.py;tests/test_jax_env.py;tests/test_research_workflow.py;tests/test_train_mappo_jax.py
1bfe9d9	1bfe9d9ac69a0708f59cfdb66fc7bb2547bb92e3	2026-06-19T11:02:25-03:00	.	bigmap-deployment-rendering	feat: add rare bigmap vision followup	2	M	autoresearch/loop.json;tests/test_research_workflow.py
85a8894	85a8894b1c48284020aea00aef1d16b593c65cba	2026-06-19T11:07:16-03:00	.	communication-memory-bytes	fix: transfer actor vision radius checkpoints	2	M	src/ant_byte_env/training/jax_mappo/transfer.py;tests/test_train_mappo_jax.py
eae6f47	eae6f4796df92cad7b4e0567aa7e4d37c8e08753	2026-06-19T11:22:53-03:00	.	source-layout-50x50	feat: add actor hub vector rare-map experiment	12	M	autoresearch/loop.json;src/ant_byte_env/notebook_workflows.py;src/ant_byte_env/rendering.py;src/ant_byte_env/training/jax_mappo/cli.py;src/ant_byte_env/training/jax_mappo/core.py;src/ant_byte_env/training/jax_mappo/evaluation.py;src/ant_byte_env/training/jax_mappo/probe.py;src/ant_byte_env/training/jax_mappo/rollout.py;src/ant_byte_env/training/jax_mappo/runner.py;src/ant_byte_env/training/jax_mappo/transfer.py;tests/test_research_workflow.py;tests/test_train_mappo_jax.py
44feecc	44feeccfc804fe971d1d08887a7ee562e8c96c47	2026-06-19T11:29:31-03:00	.	source-layout-50x50	feat: add rare-map food scent diagnostic	2	M	autoresearch/loop.json;tests/test_research_workflow.py
ef45e12	ef45e12ace8fd9676f612e690736cc7504f7cc5f	2026-06-19T11:36:03-03:00	.	source-layout-50x50	feat: add rare-map nav heldout selector	2	M	autoresearch/loop.json;tests/test_research_workflow.py
e62d86d	e62d86dcea7d7bfaeb5bd066076d022da6063526	2026-06-19T11:57:42-03:00	.	autocurriculum-exploration-baselines	feat: add random spawn radius curriculum	13	M	autoresearch/loop.json;src/ant_byte_env/env.py;src/ant_byte_env/jax_autocurriculum_env.py;src/ant_byte_env/jax_env.py;src/ant_byte_env/notebook_workflows.py;src/ant_byte_env/rendering.py;src/ant_byte_env/training/jax_mappo/cli.py;src/ant_byte_env/training/jax_mappo/evaluation.py;src/ant_byte_env/training/jax_mappo/runner.py;tests/test_env_api.py;tests/test_jax_env.py;tests/test_research_workflow.py;tests/test_train_mappo_jax.py
d5c4861	d5c48614f91a26b219ecc161011a9948ffca3849	2026-06-19T12:13:02-03:00	.	report-site-paper-assets	docs: summarize forage autoresearch findings	1	A	autoresearch/REPORT.md
6e1fb76	6e1fb764d497d32a4ba556d21650defd2be6fbaa	2026-06-19T12:29:18-03:00	.	autocurriculum-exploration-baselines	feat: add mappo exploration curriculum notebook	14	A;M	notebooks/train_mappo_exploration_curriculum.ipynb;src/ant_byte_env/env.py;src/ant_byte_env/jax_env.py;src/ant_byte_env/notebook_workflows.py;src/ant_byte_env/rendering.py;src/ant_byte_env/training/jax_mappo/cli.py;src/ant_byte_env/training/jax_mappo/core.py;src/ant_byte_env/training/jax_mappo/evaluation.py;src/ant_byte_env/training/jax_mappo/rollout.py;src/ant_byte_env/training/jax_mappo/runner.py;tests/test_jax_env.py;tests/test_notebook_workflows.py;tests/test_notebooks.py;tests/test_train_mappo_jax.py
eb7a316	eb7a3164389622edd380fdc2344be6ae40daa6ee	2026-06-19T12:55:44-03:00	.	autocurriculum-exploration-baselines	feat: configure exploration curriculum videos	4	A;M	experiments/exploration_curriculum.json;notebooks/train_mappo_exploration_curriculum.ipynb;src/ant_byte_env/notebook_workflows.py;tests/test_notebooks.py
0b5b54b	0b5b54be43f1c52610f8c00adba8fd3520f468c6	2026-06-19T13:15:38-03:00	.	source-layout-50x50	feat: add exploration-to-forage notebook	9	A;M	experiments/exploration_to_forage_50x50.json;notebooks/train_mappo_exploration_to_forage_50x50.ipynb;src/ant_byte_env/notebook_workflows.py;src/ant_byte_env/training/jax_mappo/cli.py;src/ant_byte_env/training/jax_mappo/core.py;src/ant_byte_env/training/jax_mappo/rollout.py;tests/test_notebook_workflows.py;tests/test_notebooks.py;tests/test_train_mappo_jax.py
f0705b9	f0705b9f08957dc411411fd969153d47a864fac1	2026-06-22T23:03:09-03:00	.	communication-memory-bytes	Enhance JAX MAPPO with Vision Range Curriculum and Actor-Critic Improvements	19	A;M	autoresearch/run_codex_vision_range_tmux.sh;autoresearch/vision_range_program.md;experiments/vision_range_curriculum 12ret.json;experiments/vision_range_curriculum.json;notebooks/train_jax_vision_range_curriculum.ipynb;pyproject.toml;src/ant_byte_env/notebook_workflows.py;src/ant_byte_env/rendering.py;src/ant_byte_env/training/jax_mappo/__init__.py;src/ant_byte_env/training/jax_mappo/cli.py;src/ant_byte_env/training/jax_mappo/core.py;src/ant_byte_env/training/jax_mappo/evaluation.py;src/ant_byte_env/training/jax_mappo/probe.py;src/ant_byte_env/training/jax_mappo/rollout.py;src/ant_byte_env/training/jax_mappo/runner.py;src/ant_byte_env/training/jax_mappo/transfer.py;tests/test_notebook_workflows.py;tests/test_notebooks.py;tests/test_train_mappo_jax.py
e5826fb	e5826fb83a9f8f9e9919abba9c1ea2eca067ff30	2026-06-23T22:10:02-03:00	.	critic-full-layout-50x50	fix: simplify full-layout half-food notebook	2	A	experiments/exploration_to_forage_full_layout_8ants_half_food_50x50.json;notebooks/train_mappo_full_layout_8ants_half_food_50x50.ipynb
41e5eba	41e5eba0f8ccbbbc89701241208bad9f1d5f9eae	2026-06-24T11:15:30-03:00	.	hundred-bridge-maze-stress	chore: checkpoint working research state	62	A;D;M	.gitignore;autoresearch/loop.json;docs/planning/next-serious-compute-bet.md;experiments/autocurriculum.json;experiments/communication_bits.json;experiments/direct_goal_baseline.json;experiments/exploration_curriculum.json;experiments/exploration_to_forage_50x50.json;experiments/exploration_to_forage_padded_sources_50x50.json;experiments/exploration_to_forage_proximity_sources_50x50.json;experiments/exploration_to_forage_scratch_smooth_sources_50x50.json;experiments/forage_curriculum.json;experiments/maze_exploration_curriculum.json;notebooks/train_jax_ant_count_curriculum.ipynb;notebooks/train_jax_communication_curriculum.ipynb;notebooks/train_jax_direct_goal_baseline.ipynb;notebooks/train_mappo_autocurriculum.ipynb;notebooks/train_mappo_curriculum.ipynb;notebooks/train_mappo_exploration_curriculum.ipynb;notebooks/train_mappo_exploration_to_forage_50x50.ipynb;notebooks/train_mappo_exploration_to_forage_padded_sources_50x50.ipynb;notebooks/train_mappo_exploration_to_forage_proximity_sources_50x50.ipynb;notebooks/train_mappo_exploration_to_forage_scratch_smooth_sources_50x50.ipynb;notebooks/train_mappo_full_layout_8ants_half_food_50x50.ipynb;notebooks/train_mappo_maze_exploration_curriculum.ipynb;scripts/run_full_layout_proximity_continuation.py;src/ant_byte_env/autocurriculum_env.py;src/ant_byte_env/autoresearch.py;src/ant_byte_env/env.py;src/ant_byte_env/jax_autocurriculum_env.py;src/ant_byte_env/jax_env.py;src/ant_byte_env/maze.py;src/ant_byte_env/notebook_workflows.py;src/ant_byte_env/rendering.py;src/ant_byte_env/runtime/__init__.py;src/ant_byte_env/runtime/resources.py;src/ant_byte_env/training/jax_mappo/__init__.py;src/ant_byte_env/training/jax_mappo/cli.py;src/ant_byte_env/training/jax_mappo/core.py;src/ant_byte_env/training/jax_mappo/curriculum.py;src/ant_byte_env/training/jax_mappo/evaluation.py;src/ant_byte_env/training/jax_mappo/layout_audit.py;src/ant_byte_env/training/jax_mappo/probe.py;src/ant_byte_env/training/jax_mappo/rollout.py;src/ant_byte_env/t...
4342d2e	4342d2e06632305c32a679aa89739d274654781e	2026-06-24T11:19:44-03:00	.	communication-memory-bytes	refactor: extract curriculum stage builders	4	A;M	src/ant_byte_env/curricula/__init__.py;src/ant_byte_env/curricula/stages.py;src/ant_byte_env/notebook_workflows.py;tests/test_curricula.py
8295c73	8295c732bb0952683179f8c769f20a9a47a93b7a	2026-06-24T11:23:21-03:00	.	communication-memory-bytes	refactor: extract workflow argument builders	4	A;M	src/ant_byte_env/notebook_workflows.py;src/ant_byte_env/workflows/__init__.py;src/ant_byte_env/workflows/args.py;tests/test_workflow_args.py
7e971be	7e971be8f68b52e48deb6d4dae4cbe2feecc2c64	2026-06-24T11:25:54-03:00	.	communication-memory-bytes	refactor: extract workflow checkpoint paths	5	A;M	src/ant_byte_env/notebook_workflows.py;src/ant_byte_env/workflows/__init__.py;src/ant_byte_env/workflows/checkpoints.py;tests/test_notebook_workflows.py;tests/test_workflow_checkpoints.py
633abf1	633abf1805968ec13e64d187e7b927c5c2004d81	2026-06-24T11:30:04-03:00	.	communication-memory-bytes	reward shaped	6	M	experiments/vision_range_curriculum.json;notebooks/train_jax_vision_range_curriculum.ipynb;src/ant_byte_env/training/jax_mappo/cli.py;src/ant_byte_env/training/jax_mappo/core.py;src/ant_byte_env/training/jax_mappo/rollout.py;tests/test_train_mappo_jax.py
9de909b	9de909b5df811bc1b8025f5283a2903d62cb3681	2026-06-24T11:46:02-03:00	.	communication-memory-bytes	refactor: extract workflow cli helpers	4	A;M	src/ant_byte_env/notebook_workflows.py;src/ant_byte_env/workflows/__init__.py;src/ant_byte_env/workflows/cli.py;tests/test_workflow_cli.py
d190a02	d190a02921a18e8c2cccc73d9b770653d32e5de6	2026-06-24T11:47:59-03:00	.	ant-count-25x25-autoresearch	refactor: extract ant count workflow helpers	5	A;M	src/ant_byte_env/notebook_workflows.py;src/ant_byte_env/workflows/__init__.py;src/ant_byte_env/workflows/ant_count.py;tests/test_notebook_workflows.py;tests/test_workflow_ant_count.py
ae39df7	ae39df7bf553f95fb07ee3057a95d72ea89db076	2026-06-24T11:56:38-03:00	.	communication-memory-bytes	refactor: extract workflow support helpers	7	A;M	src/ant_byte_env/notebook_workflows.py;src/ant_byte_env/workflows/__init__.py;src/ant_byte_env/workflows/progress.py;src/ant_byte_env/workflows/rollouts.py;tests/test_notebook_workflows.py;tests/test_workflow_progress.py;tests/test_workflow_rollouts.py
5159fe2	5159fe25de704221f079754c3631a285f06b52f3	2026-06-24T12:02:28-03:00	.	communication-memory-bytes	refactor: extract workflow experiment helpers	4	A;M	src/ant_byte_env/notebook_workflows.py;src/ant_byte_env/workflows/__init__.py;src/ant_byte_env/workflows/experiments.py;tests/test_workflow_experiments.py
c0bc413	c0bc413198ef45349310d2b14452919c64541fe4	2026-06-24T12:05:12-03:00	.	communication-memory-bytes	refactor: extract workflow preview helpers	4	A;M	src/ant_byte_env/notebook_workflows.py;src/ant_byte_env/workflows/__init__.py;src/ant_byte_env/workflows/previews.py;tests/test_workflow_previews.py
6bc2c80	6bc2c805c4afda4d2c1a9c140049b15813075ef1	2026-06-24T12:37:47-03:00	.	report-site-paper-assets	docs: mark autoresearch as archival	2	A;M	autoresearch/README.md;docs/planning/mit-course-mainline-plan.md
1e22d1b	1e22d1bcb41557bd1a2fbb2f2187d3ea361114e8	2026-06-24T12:40:16-03:00	.	communication-memory-bytes	refactor: extract research scoring helpers	4	A;M	src/ant_byte_env/research/__init__.py;src/ant_byte_env/research/scoring.py;src/ant_byte_env/research_loop.py;tests/test_research_scoring.py
4692ebf	4692ebfbb69b03cad4f306bc3bb3f5d25ea50c96	2026-06-24T12:41:36-03:00	.	communication-memory-bytes	refactor: extract research artifact helpers	4	A;M	src/ant_byte_env/research/__init__.py;src/ant_byte_env/research/artifacts.py;src/ant_byte_env/research_loop.py;tests/test_research_artifacts.py
b22310a	b22310aeb2ec3e170c47b0fa07d8ac42f8b461c0	2026-06-24T12:44:32-03:00	.	communication-memory-bytes	refactor: extract research markdown rendering	4	A;M	src/ant_byte_env/research/__init__.py;src/ant_byte_env/research/markdown.py;src/ant_byte_env/research_loop.py;tests/test_research_markdown.py
60f700a	60f700a0ecbf9a9543670d26b1523c5b53420248	2026-06-24T12:47:28-03:00	.	communication-memory-bytes	refactor: extract research config helpers	4	A;M	src/ant_byte_env/research/__init__.py;src/ant_byte_env/research/config.py;src/ant_byte_env/research_loop.py;tests/test_research_config.py
8fdc1d3	8fdc1d3b2f4d26745abe050a543a920b8efbe49f	2026-06-24T12:49:34-03:00	.	communication-memory-bytes	refactor: extract research evaluation helpers	4	A;M	src/ant_byte_env/research/__init__.py;src/ant_byte_env/research/evaluation.py;src/ant_byte_env/research_loop.py;tests/test_research_evaluation.py
f30f05b	f30f05b269eb6cf4a4ac5ab405f9e6dd137136fd	2026-06-24T12:53:23-03:00	.	communication-memory-bytes	refactor: extract rollout suite helpers	3	M	src/ant_byte_env/notebook_workflows.py;src/ant_byte_env/workflows/rollouts.py;tests/test_notebook_workflows.py
94a49bf	94a49bfc16e0467b8fdc00cba998dee084bae748	2026-06-24T12:55:10-03:00	.	communication-memory-bytes	refactor: extract checkpoint rollout helper	3	M	src/ant_byte_env/notebook_workflows.py;src/ant_byte_env/workflows/rollouts.py;tests/test_notebook_workflows.py
4fe73eb	4fe73eb6dd936503d766260b25083a5773a9e3f7	2026-06-24T13:01:12-03:00	.	communication-memory-bytes	refactor: extract checkpoint training workflow	5	A;M	src/ant_byte_env/notebook_workflows.py;src/ant_byte_env/workflows/__init__.py;src/ant_byte_env/workflows/training.py;tests/test_notebook_workflows.py;tests/test_workflow_training.py
424d965	424d9654597e03d86a3ca3a9f2cbf7d6697cb82f	2026-06-24T13:05:25-03:00	.	communication-memory-bytes	refactor: extract forage preview helpers	7	A;M	src/ant_byte_env/notebook_workflows.py;src/ant_byte_env/workflows/__init__.py;src/ant_byte_env/workflows/previews.py;src/ant_byte_env/workflows/stage_profiles.py;tests/test_notebook_workflows.py;tests/test_workflow_previews.py;tests/test_workflow_stage_profiles.py
fd09b1a	fd09b1a080883ed9051bab34d795fb90aab6beef	2026-06-24T13:07:18-03:00	.	jax-mappo-training-core	test: move rollout behavior tests	2	M	tests/test_notebook_workflows.py;tests/test_workflow_rollouts.py
a18a040	a18a040699eca4d70d93abb041117f7173740588	2026-06-24T13:52:52-03:00	.	hundred-bridge-maze-stress	chore: organize notebooks by workflow	15	A;M;R094;R095;R096;R097	README.md;notebooks/README.md;notebooks/baselines/direct_goal.ipynb;notebooks/communication/ant_count_curriculum.ipynb;notebooks/communication/bit_curriculum.ipynb;notebooks/curriculum/autocurriculum.ipynb;notebooks/curriculum/exploration.ipynb;notebooks/curriculum/forage.ipynb;notebooks/curriculum/maze_exploration.ipynb;notebooks/exploration_to_forage/base_50x50.ipynb;notebooks/exploration_to_forage/full_layout_8ants_half_food_50x50.ipynb;notebooks/exploration_to_forage/padded_sources_50x50.ipynb;notebooks/exploration_to_forage/proximity_sources_50x50.ipynb;notebooks/exploration_to_forage/scratch_smooth_sources_50x50.ipynb;tests/test_notebook_layout.py
0037142	0037142145bbb53f97ae53df8179a92eda1ca0be	2026-06-24T13:55:10-03:00	.	critic-full-layout-50x50	chore: refine notebook taxonomy	7	M;R100	notebooks/README.md;notebooks/scaling/ant_count_curriculum.ipynb;notebooks/scaling/full_layout_8ants_half_food_50x50.ipynb;notebooks/source_layouts/padded_sources_50x50.ipynb;notebooks/source_layouts/proximity_sources_50x50.ipynb;notebooks/source_layouts/scratch_smooth_sources_50x50.ipynb;tests/test_notebook_layout.py
b1c39dd	b1c39dded3f166a0506b6efbdf29089a7cc81db4	2026-06-24T14:25:49-03:00	.	critic-full-layout-50x50	chore: continue full-layout notebook from latest weights	2	M	experiments/exploration_to_forage_full_layout_8ants_half_food_50x50.json;notebooks/scaling/full_layout_8ants_half_food_50x50.ipynb
2b5421a	2b5421a8fcc5feed5caadc2407d23601ea3c6ace	2026-06-24T14:27:20-03:00	.	critic-full-layout-50x50	chore: double full-layout upload video length	1	M	experiments/exploration_to_forage_full_layout_8ants_half_food_50x50.json
d3211ac	d3211acbe44d0c31361e788bb4d874ece9ce68ae	2026-06-24T14:29:10-03:00	.	communication-memory-bytes	fix: restore notebook update timestep helper	2	M	src/ant_byte_env/notebook_workflows.py;tests/test_workflow_progress.py
4201933	4201933db55b646ab23579080f665d17f3e7063f	2026-06-24T20:19:52-03:00	.	critic-full-layout-50x50	chore: continue full-layout run from long3 best	1	M	experiments/exploration_to_forage_full_layout_8ants_half_food_50x50.json
1c49367	1c49367e3627b380941af6428292b4a845604031	2026-06-24T21:23:56-03:00	.	critic-full-layout-50x50	chore: add full-layout cloud launcher	2	A;M	pyproject.toml;scripts/run_full_layout_8ants_half_food_continuation.py
e6fa253	e6fa253e83e76c937ef76b024aa55133d0343cfe	2026-06-24T22:37:18-03:00	.	critic-full-layout-50x50	chore: add 64env full-layout continuation	2	A;M	experiments/exploration_to_forage_full_layout_8ants_half_food_50x50_64env.json;scripts/run_full_layout_8ants_half_food_continuation.py
b955a6f	b955a6f2c98567ee0acd5214b899e1b76ebe0eff	2026-06-24T22:51:52-03:00	origin/vision_shrink_curriculum	ant-count-25x25-autoresearch	fix: update vision range parameters and execution counts in curriculum notebook	2	M	experiments/vision_range_curriculum.json;notebooks/train_jax_vision_range_curriculum.ipynb
67a6ade	67a6adecd90f4030792785a70fe4e3cf4c20ac45	2026-06-24T23:49:03-03:00	.	critic-full-layout-50x50	chore: add shared-writes full-layout notebook	3	A;M	experiments/exploration_to_forage_full_layout_8ants_half_food_50x50_shared_writes.json;notebooks/README.md;notebooks/scaling/full_layout_8ants_half_food_shared_writes_50x50.ipynb
c3785b6	c3785b66bf0a04b166d6bd6a17251489642a0186	2026-06-24T23:58:14-03:00	.	critic-full-layout-50x50	chore: expose shared-writes checkpoint videos	2	M	experiments/exploration_to_forage_full_layout_8ants_half_food_50x50_shared_writes.json;notebooks/scaling/full_layout_8ants_half_food_shared_writes_50x50.ipynb
efda6dd	efda6dd3f921c2ddf52c2d6532b45c13250f2118	2026-06-25T00:33:14-03:00	.	communication-memory-bytes	fix: keep wandb alive after artifact issues	2	M	src/ant_byte_env/wandb_tracking.py;tests/test_wandb_tracking.py
36de372	36de372a58df5d984806a7f0ea184912ebebe934	2026-06-25T10:41:23-03:00	.	critic-full-layout-50x50	chore: add 16-ant 8-type cloud run	2	A;M	experiments/exploration_to_forage_full_layout_16ants_half_food_8types_50x50_from_shared_writes.json;scripts/run_full_layout_8ants_half_food_continuation.py
554ee8d	554ee8d771e2e1444195ddea36313f4429262f79	2026-06-25T10:45:00-03:00	.	critic-full-layout-50x50	fix: honor launcher memory fraction	1	M	scripts/run_full_layout_8ants_half_food_continuation.py
